			% of divergence bins:
Rname	Rclass	Rfam	[0;0.25[	[0.25;0.5[	[0.5;0.75[	[0.75;1[	[1;1.25[	[1.25;1.5[	[1.5;1.75[	[1.75;2[	[2;2.25[	[2.25;2.5[	[2.5;2.75[	[2.75;3[	[3;3.25[	[3.25;3.5[	[3.5;3.75[	[3.75;4[	[4;4.25[	[4.25;4.5[	[4.5;4.75[	[4.75;5[	[5;5.25[	[5.25;5.5[	[5.5;5.75[	[5.75;6[	[6;6.25[	[6.25;6.5[	[6.5;6.75[	[6.75;7[	[7;7.25[	[7.25;7.5[	[7.5;7.75[	[7.75;8[	[8;8.25[	[8.25;8.5[	[8.5;8.75[	[8.75;9[	[9;9.25[	[9.25;9.5[	[9.5;9.75[	[9.75;10[	[10;10.25[	[10.25;10.5[	[10.5;10.75[	[10.75;11[	[11;11.25[	[11.25;11.5[	[11.5;11.75[	[11.75;12[	[12;12.25[	[12.25;12.5[	[12.5;12.75[	[12.75;13[	[13;13.25[	[13.25;13.5[	[13.5;13.75[	[13.75;14[	[14;14.25[	[14.25;14.5[	[14.5;14.75[	[14.75;15[	[15;15.25[	[15.25;15.5[	[15.5;15.75[	[15.75;16[	[16;16.25[	[16.25;16.5[	[16.5;16.75[	[16.75;17[	[17;17.25[	[17.25;17.5[	[17.5;17.75[	[17.75;18[	[18;18.25[	[18.25;18.5[	[18.5;18.75[	[18.75;19[	[19;19.25[	[19.25;19.5[	[19.5;19.75[	[19.75;20[	[20;20.25[	[20.25;20.5[	[20.5;20.75[	[20.75;21[	[21;21.25[	[21.25;21.5[	[21.5;21.75[	[21.75;22[	[22;22.25[	[22.25;22.5[	[22.5;22.75[	[22.75;23[	[23;23.25[	[23.25;23.5[	[23.5;23.75[	[23.75;24[	[24;24.25[	[24.25;24.5[	[24.5;24.75[	[24.75;25[	[25;25.25[	[25.25;25.5[	[25.5;25.75[	[25.75;26[	[26;26.25[	[26.25;26.5[	[26.5;26.75[	[26.75;27[	[27;27.25[	[27.25;27.5[	[27.5;27.75[	[27.75;28[	[28;28.25[	[28.25;28.5[	[28.5;28.75[	[28.75;29[	[29;29.25[	[29.25;29.5[	[29.5;29.75[	[29.75;30[	[30;30.25[	[30.25;30.5[	[30.5;30.75[	[30.75;31[	[31;31.25[	[31.25;31.5[	[31.5;31.75[	[31.75;32[	[32;32.25[	[32.25;32.5[	[32.5;32.75[	[32.75;33[	[33;33.25[	[33.25;33.5[	[33.5;33.75[	[33.75;34[	[34;34.25[	[34.25;34.5[	[34.5;34.75[	[34.75;35[	[35;35.25[	[35.25;35.5[	[35.5;35.75[	[35.75;36[	[36;36.25[	[36.25;36.5[	[36.5;36.75[	[36.75;37[	[37;37.25[	[37.25;37.5[	[37.5;37.75[	[37.75;38[	[38;38.25[	[38.25;38.5[	[38.5;38.75[	[38.75;39[	[39;39.25[	[39.25;39.5[	[39.5;39.75[	[39.75;40[	[40;40.25[	[40.25;40.5[	[40.5;40.75[	[40.75;41[	[41;41.25[	[41.25;41.5[	[41.5;41.75[	[41.75;42[	[42;42.25[	[42.25;42.5[	[42.5;42.75[	[42.75;43[	[43;43.25[	[43.25;43.5[	[43.5;43.75[	[43.75;44[	[44;44.25[	[44.25;44.5[	[44.5;44.75[	[44.75;45[	[45;45.25[	[45.25;45.5[	[45.5;45.75[	[45.75;46[	[46;46.25[	[46.25;46.5[	[46.5;46.75[	[46.75;47[	[47;47.25[	[47.25;47.5[	[47.5;47.75[	[47.75;48[	[48;48.25[	[48.25;48.5[	[48.5;48.75[	[48.75;49[	[49;49.25[	[49.25;49.5[	[49.5;49.75[	[49.75;50[	[50;50.25[	[50.25;50.5[	[50.5;50.75[	[50.75;51[	[51;51.25[	[51.25;51.5[	[51.5;51.75[	[51.75;52[	[52;52.25[	[52.25;52.5[	[52.5;52.75[	[52.75;53[	[53;53.25[	[53.25;53.5[	[53.5;53.75[	[53.75;54[	[54;54.25[	[54.25;54.5[	[54.5;54.75[	[54.75;55[	[55;55.25[	[55.25;55.5[	[55.5;55.75[	[55.75;56[	[56;56.25[	[56.25;56.5[	[56.5;56.75[	[56.75;57[	[57;57.25[	[57.25;57.5[	[57.5;57.75[	[57.75;58[	[58;58.25[	[58.25;58.5[	[58.5;58.75[	[58.75;59[	[59;59.25[	[59.25;59.5[	[59.5;59.75[	[59.75;60[	[60;60.25[	[60.25;60.5[	[60.5;60.75[	[60.75;61[	[61;61.25[	[61.25;61.5[	[61.5;61.75[	[61.75;62[	[62;62.25[	[62.25;62.5[	[62.5;62.75[	[62.75;63[	[63;63.25[	[63.25;63.5[	[63.5;63.75[	[63.75;64[	[64;64.25[	[64.25;64.5[	[64.5;64.75[	[64.75;65[	[65;65.25[	[65.25;65.5[	[65.5;65.75[	[65.75;66[	[66;66.25[	[66.25;66.5[	[66.5;66.75[	[66.75;67[	[67;67.25[	[67.25;67.5[	[67.5;67.75[	[67.75;68[	[68;68.25[	[68.25;68.5[	[68.5;68.75[	[68.75;69[	[69;69.25[	[69.25;69.5[	[69.5;69.75[	[69.75;70[	[70;70.25[	[70.25;70.5[	[70.5;70.75[	[70.75;71[	[71;71.25[	[71.25;71.5[	[71.5;71.75[	[71.75;72[	[72;72.25[	[72.25;72.5[	[72.5;72.75[	[72.75;73[	[73;73.25[	[73.25;73.5[	[73.5;73.75[	[73.75;74[	[74;74.25[	[74.25;74.5[	[74.5;74.75[	[74.75;75[	[75;75.25[	[75.25;75.5[	[75.5;75.75[	[75.75;76[	[76;76.25[	[76.25;76.5[	[76.5;76.75[	[76.75;77[	[77;77.25[	[77.25;77.5[	[77.5;77.75[	[77.75;78[	[78;78.25[	[78.25;78.5[	[78.5;78.75[	[78.75;79[	[79;79.25[	[79.25;79.5[	[79.5;79.75[	[79.75;80[	[80;80.25[	[80.25;80.5[	[80.5;80.75[	[80.75;81[	[81;81.25[	[81.25;81.5[	[81.5;81.75[	[81.75;82[	[82;82.25[	[82.25;82.5[	[82.5;82.75[	[82.75;83[	[83;83.25[	[83.25;83.5[	[83.5;83.75[	[83.75;84[	[84;84.25[	[84.25;84.5[	[84.5;84.75[	[84.75;85[	[85;85.25[	[85.25;85.5[	[85.5;85.75[	[85.75;86[	[86;86.25[	[86.25;86.5[	[86.5;86.75[	[86.75;87[	[87;87.25[	[87.25;87.5[	[87.5;87.75[	[87.75;88[	[88;88.25[	[88.25;88.5[	[88.5;88.75[	[88.75;89[	[89;89.25[	[89.25;89.5[	[89.5;89.75[	[89.75;90[	[90;90.25[	[90.25;90.5[	[90.5;90.75[	[90.75;91[	[91;91.25[	[91.25;91.5[	[91.5;91.75[	[91.75;92[	[92;92.25[	[92.25;92.5[	[92.5;92.75[	[92.75;93[	[93;93.25[	[93.25;93.5[	[93.5;93.75[	[93.75;94[	[94;94.25[	[94.25;94.5[	[94.5;94.75[	[94.75;95[	[95;95.25[	[95.25;95.5[	[95.5;95.75[	[95.75;96[	[96;96.25[	[96.25;96.5[	[96.5;96.75[	[96.75;97[	[97;97.25[	[97.25;97.5[	[97.5;97.75[	[97.75;98[	[98;98.25[	[98.25;98.5[	[98.5;98.75[	[98.75;99[	[99;99.25[	[99.25;99.5[	[99.5;99.75[	[99.75;100[
CR1-X1a_Ucy	LINE	CR1	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	151	36	34	267	80	0	0	98	0	360	0	0	914	325	386	419	798	1198	300	511	322	382	2660	383	441	688	1094	1332	2100	1478	1577	3550	4000	5266	4542	5025	3794	6317	6818	7438	8359	6372	5521	4565	5547	4751	6141	6999	3539	3875	6607	4028	4631	2775	6882	2811	2060	2308	3234	1655	2238	2620	2493	2000	2152	1265	615	998	480	1649	825	118	391	156	1153	529	539	733	254	232	259	683	1010	1467	791	363	1678	963	192	1132	653	390	495	1273	855	799	1101	221	740	598	1904	762	2670	3367	1495	1757	1372	3707	1586	2228	829	752	1292	197	1173	887	148	466	1055	1451	329	842	697	1663	0	87	313	102	0	325	221	0	756	0	0	259	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-E2_fAlb	LINE	CR1	165	0	0	0	88	312	61	0	322	44	192	105	128	60	312	52	174	647	557	1327	240	1707	1343	1619	1344	1754	1269	2877	5015	2776	4243	4700	5714	5098	7098	6889	7386	6422	8730	6920	7531	10414	10130	7627	9944	9199	8875	7869	7193	6209	9458	8806	6807	8394	7590	6690	5772	5111	4597	4742	4729	3421	3729	2981	4090	3733	3044	2998	2078	2133	2377	2495	2224	1511	1308	1936	1166	1033	1360	621	746	1083	940	807	678	831	353	854	169	50	569	569	297	249	267	197	157	260	174	0	204	380	49	109	281	194	0	11	150	0	0	0	36	42	125	5	0	29	0	45	21	0	41	145	0	74	0	16	0	0	21	0	0	0	18	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe102	SINE	AviRTE	366	0	606	475	2047	5350	10989	1616	29505	35439	56778	16265	58015	67637	48947	14671	48016	32953	22382	10575	23386	14765	11428	4286	10636	7684	6948	6582	18889	15745	16401	10717	23356	26789	23231	22390	27572	29664	26739	23361	30641	33356	26909	22565	30057	22867	21457	23064	27429	19399	13449	16186	15835	14690	7728	7863	9401	9907	5434	3769	4303	4021	3990	3166	933	1301	704	687	1523	449	0	393	475	49	253	331	100	249	63	0	0	0	59	63	0	0	125	158	105	7	0	0	107	0	0	173	0	70	0	0	0	69	89	0	0	0	124	242	0	0	65	72	155	0	70	0	0	0	0	124	0	0	0	0	0	70	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe019	LTR	Unknown	0	0	0	0	0	0	0	0	0	0	0	652	0	0	1437	0	0	0	1308	880	1441	1027	0	2275	9099	4506	7905	6238	2780	2111	5434	2886	2827	1466	2127	2215	2243	1928	1323	1298	670	630	2001	2716	2751	405	1415	823	1741	2259	1492	2219	616	1850	0	1719	791	832	1949	2183	977	1652	2663	4133	2023	1924	1216	2343	2843	3477	0	686	1314	1213	1064	873	1736	845	240	0	0	701	0	643	149	244	0	653	106	298	0	0	141	579	504	402	313	569	455	510	377	518	1232	468	577	915	604	747	401	392	559	553	352	566	176	383	157	588	0	196	192	0	0	0	0	0	0	146	168	0	0	0	0	0	178	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Zimmerius_chrysops	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe027	LTR	Unknown	0	0	0	0	0	0	0	0	0	42	40	107	0	58	275	0	170	1037	308	606	452	2242	2925	1455	2839	3890	3978	7187	6923	6464	6211	8167	3491	2177	2515	2592	2425	2444	2809	914	1214	1112	3167	1117	1135	1802	973	2386	727	1773	1217	883	1191	1759	918	1012	3178	1690	1689	2046	1391	2857	1601	2681	1911	1530	4093	2883	3293	2143	3822	5331	7150	6278	9475	9971	12537	14873	15623	15536	24385	16839	32630	21627	32087	31071	21278	36561	39308	30718	50736	38456	48775	45230	32587	39159	38808	36331	49241	24640	41607	30471	26349	29274	23647	17668	23235	10730	17066	15012	11125	9030	4969	12435	2356	5198	2415	2606	2328	1538	1298	972	1479	475	569	440	638	373	176	217	28	0	0	176	37	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe079	LINE	CR1	46	0	0	205	4677	8714	14619	15307	9019	1181	4782	2480	4821	750	3975	131	2146	1193	1861	1312	306	927	1329	1278	721	270	280	0	0	525	1078	501	249	907	637	0	958	677	0	262	258	259	2315	322	0	0	0	0	283	0	2124	2205	667	0	103	59	104	0	73	0	178	0	146	296	105	67	0	255	327	88	0	90	111	206	402	114	92	390	662	347	333	268	324	105	131	321	147	276	367	494	273	242	382	221	128	425	312	97	458	229	851	625	355	264	578	212	980	1696	202	955	455	450	845	1362	1155	1431	1479	777	470	1480	776	1333	1512	2035	1070	2099	1449	1141	2846	3297	1912	1943	2842	3016	2117	2893	3665	1468	1598	2339	4092	2496	1201	3287	2199	462	1849	1078	1054	924	932	1868	465	968	49	354	0	0	0	960	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2b1_LTR-Lb_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-E4_fAlb	LINE	CR1	55	0	0	0	0	0	0	51	0	42	41	68	32	60	55	0	0	0	131	0	0	93	35	223	296	157	683	874	1847	578	1530	1581	2370	1993	2192	2942	4271	3233	3250	4002	5858	6605	8917	8345	8866	7957	10871	10407	13573	13726	14576	16175	16622	16601	19322	22371	19268	23934	19996	21218	20579	18055	19516	17670	20443	24936	18892	19958	16631	17163	18079	21608	16091	14606	19847	17659	13643	18054	14808	11665	19369	16545	12515	10881	14854	11383	13475	13337	9994	11603	10463	5144	7966	6539	7527	6491	6953	6146	4683	4136	4224	5475	3912	3226	2313	2632	2089	1614	676	2470	1904	917	1383	1059	1979	548	1181	630	1362	849	2316	879	1464	1092	458	613	501	1637	641	1411	2480	712	1473	1735	88	313	1382	1020	955	1723	755	231	1001	174	167	282	126	0	246	0	452	345	101	0	0	249	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-E1_Ucy	LINE	CR1	192	0	0	0	0	0	116	155	90	0	0	35	62	0	0	79	327	513	653	269	1174	877	553	544	887	2142	2513	2405	3537	5634	7224	10988	14003	12279	19335	19519	22095	27451	23528	27263	36934	38928	33393	37937	35038	37702	35591	39071	40821	28116	35046	39523	31750	30812	34534	28704	27867	30056	27888	22682	18526	22258	16503	13946	13705	11020	9738	8626	9105	8680	8991	6916	3591	4638	5747	2680	4207	4323	2527	1129	1955	1763	1401	1296	1049	1534	557	232	1169	413	425	525	468	289	831	345	211	449	297	0	114	82	45	247	82	397	75	181	40	129	210	127	209	259	37	61	102	56	53	170	38	117	272	182	124	132	293	65	92	73	138	82	0	100	16	0	2	24	23	27	19	0	0	16	0	9	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-X1d_Ucy	LINE	CR1	34	0	0	0	0	0	0	0	0	0	0	36	96	117	0	77	0	70	0	102	97	244	71	56	0	206	0	244	57	231	473	230	123	758	308	963	630	2890	2525	4329	3225	7160	5802	7137	8775	22055	23869	31294	39689	52080	42514	45635	44817	71376	54155	46671	60794	58274	30699	38626	26018	28484	23172	15249	17373	9288	19371	12601	16788	9815	15090	14945	10772	6023	6204	11419	13132	4340	8359	4483	4530	8924	1300	3227	709	3635	4214	2345	2109	3182	2262	1897	2250	1672	677	3075	2120	1332	1686	6511	6371	1221	2990	1472	1108	2176	3839	2963	7689	6335	6651	5184	6985	3062	4391	4312	3732	6785	5078	5400	6745	11079	5494	8534	9100	8697	9390	9782	12922	9465	11556	15056	14496	18313	13306	14256	15543	19573	19514	15951	13118	14937	17705	14912	14253	9237	7629	10012	9819	5128	3998	4517	6061	1676	2554	1379	2141	1977	1686	186	328	383	0	103	216	648	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
