			% of divergence bins:
Rname	Rclass	Rfam	[0;0.25[	[0.25;0.5[	[0.5;0.75[	[0.75;1[	[1;1.25[	[1.25;1.5[	[1.5;1.75[	[1.75;2[	[2;2.25[	[2.25;2.5[	[2.5;2.75[	[2.75;3[	[3;3.25[	[3.25;3.5[	[3.5;3.75[	[3.75;4[	[4;4.25[	[4.25;4.5[	[4.5;4.75[	[4.75;5[	[5;5.25[	[5.25;5.5[	[5.5;5.75[	[5.75;6[	[6;6.25[	[6.25;6.5[	[6.5;6.75[	[6.75;7[	[7;7.25[	[7.25;7.5[	[7.5;7.75[	[7.75;8[	[8;8.25[	[8.25;8.5[	[8.5;8.75[	[8.75;9[	[9;9.25[	[9.25;9.5[	[9.5;9.75[	[9.75;10[	[10;10.25[	[10.25;10.5[	[10.5;10.75[	[10.75;11[	[11;11.25[	[11.25;11.5[	[11.5;11.75[	[11.75;12[	[12;12.25[	[12.25;12.5[	[12.5;12.75[	[12.75;13[	[13;13.25[	[13.25;13.5[	[13.5;13.75[	[13.75;14[	[14;14.25[	[14.25;14.5[	[14.5;14.75[	[14.75;15[	[15;15.25[	[15.25;15.5[	[15.5;15.75[	[15.75;16[	[16;16.25[	[16.25;16.5[	[16.5;16.75[	[16.75;17[	[17;17.25[	[17.25;17.5[	[17.5;17.75[	[17.75;18[	[18;18.25[	[18.25;18.5[	[18.5;18.75[	[18.75;19[	[19;19.25[	[19.25;19.5[	[19.5;19.75[	[19.75;20[	[20;20.25[	[20.25;20.5[	[20.5;20.75[	[20.75;21[	[21;21.25[	[21.25;21.5[	[21.5;21.75[	[21.75;22[	[22;22.25[	[22.25;22.5[	[22.5;22.75[	[22.75;23[	[23;23.25[	[23.25;23.5[	[23.5;23.75[	[23.75;24[	[24;24.25[	[24.25;24.5[	[24.5;24.75[	[24.75;25[	[25;25.25[	[25.25;25.5[	[25.5;25.75[	[25.75;26[	[26;26.25[	[26.25;26.5[	[26.5;26.75[	[26.75;27[	[27;27.25[	[27.25;27.5[	[27.5;27.75[	[27.75;28[	[28;28.25[	[28.25;28.5[	[28.5;28.75[	[28.75;29[	[29;29.25[	[29.25;29.5[	[29.5;29.75[	[29.75;30[	[30;30.25[	[30.25;30.5[	[30.5;30.75[	[30.75;31[	[31;31.25[	[31.25;31.5[	[31.5;31.75[	[31.75;32[	[32;32.25[	[32.25;32.5[	[32.5;32.75[	[32.75;33[	[33;33.25[	[33.25;33.5[	[33.5;33.75[	[33.75;34[	[34;34.25[	[34.25;34.5[	[34.5;34.75[	[34.75;35[	[35;35.25[	[35.25;35.5[	[35.5;35.75[	[35.75;36[	[36;36.25[	[36.25;36.5[	[36.5;36.75[	[36.75;37[	[37;37.25[	[37.25;37.5[	[37.5;37.75[	[37.75;38[	[38;38.25[	[38.25;38.5[	[38.5;38.75[	[38.75;39[	[39;39.25[	[39.25;39.5[	[39.5;39.75[	[39.75;40[	[40;40.25[	[40.25;40.5[	[40.5;40.75[	[40.75;41[	[41;41.25[	[41.25;41.5[	[41.5;41.75[	[41.75;42[	[42;42.25[	[42.25;42.5[	[42.5;42.75[	[42.75;43[	[43;43.25[	[43.25;43.5[	[43.5;43.75[	[43.75;44[	[44;44.25[	[44.25;44.5[	[44.5;44.75[	[44.75;45[	[45;45.25[	[45.25;45.5[	[45.5;45.75[	[45.75;46[	[46;46.25[	[46.25;46.5[	[46.5;46.75[	[46.75;47[	[47;47.25[	[47.25;47.5[	[47.5;47.75[	[47.75;48[	[48;48.25[	[48.25;48.5[	[48.5;48.75[	[48.75;49[	[49;49.25[	[49.25;49.5[	[49.5;49.75[	[49.75;50[	[50;50.25[	[50.25;50.5[	[50.5;50.75[	[50.75;51[	[51;51.25[	[51.25;51.5[	[51.5;51.75[	[51.75;52[	[52;52.25[	[52.25;52.5[	[52.5;52.75[	[52.75;53[	[53;53.25[	[53.25;53.5[	[53.5;53.75[	[53.75;54[	[54;54.25[	[54.25;54.5[	[54.5;54.75[	[54.75;55[	[55;55.25[	[55.25;55.5[	[55.5;55.75[	[55.75;56[	[56;56.25[	[56.25;56.5[	[56.5;56.75[	[56.75;57[	[57;57.25[	[57.25;57.5[	[57.5;57.75[	[57.75;58[	[58;58.25[	[58.25;58.5[	[58.5;58.75[	[58.75;59[	[59;59.25[	[59.25;59.5[	[59.5;59.75[	[59.75;60[	[60;60.25[	[60.25;60.5[	[60.5;60.75[	[60.75;61[	[61;61.25[	[61.25;61.5[	[61.5;61.75[	[61.75;62[	[62;62.25[	[62.25;62.5[	[62.5;62.75[	[62.75;63[	[63;63.25[	[63.25;63.5[	[63.5;63.75[	[63.75;64[	[64;64.25[	[64.25;64.5[	[64.5;64.75[	[64.75;65[	[65;65.25[	[65.25;65.5[	[65.5;65.75[	[65.75;66[	[66;66.25[	[66.25;66.5[	[66.5;66.75[	[66.75;67[	[67;67.25[	[67.25;67.5[	[67.5;67.75[	[67.75;68[	[68;68.25[	[68.25;68.5[	[68.5;68.75[	[68.75;69[	[69;69.25[	[69.25;69.5[	[69.5;69.75[	[69.75;70[	[70;70.25[	[70.25;70.5[	[70.5;70.75[	[70.75;71[	[71;71.25[	[71.25;71.5[	[71.5;71.75[	[71.75;72[	[72;72.25[	[72.25;72.5[	[72.5;72.75[	[72.75;73[	[73;73.25[	[73.25;73.5[	[73.5;73.75[	[73.75;74[	[74;74.25[	[74.25;74.5[	[74.5;74.75[	[74.75;75[	[75;75.25[	[75.25;75.5[	[75.5;75.75[	[75.75;76[	[76;76.25[	[76.25;76.5[	[76.5;76.75[	[76.75;77[	[77;77.25[	[77.25;77.5[	[77.5;77.75[	[77.75;78[	[78;78.25[	[78.25;78.5[	[78.5;78.75[	[78.75;79[	[79;79.25[	[79.25;79.5[	[79.5;79.75[	[79.75;80[	[80;80.25[	[80.25;80.5[	[80.5;80.75[	[80.75;81[	[81;81.25[	[81.25;81.5[	[81.5;81.75[	[81.75;82[	[82;82.25[	[82.25;82.5[	[82.5;82.75[	[82.75;83[	[83;83.25[	[83.25;83.5[	[83.5;83.75[	[83.75;84[	[84;84.25[	[84.25;84.5[	[84.5;84.75[	[84.75;85[	[85;85.25[	[85.25;85.5[	[85.5;85.75[	[85.75;86[	[86;86.25[	[86.25;86.5[	[86.5;86.75[	[86.75;87[	[87;87.25[	[87.25;87.5[	[87.5;87.75[	[87.75;88[	[88;88.25[	[88.25;88.5[	[88.5;88.75[	[88.75;89[	[89;89.25[	[89.25;89.5[	[89.5;89.75[	[89.75;90[	[90;90.25[	[90.25;90.5[	[90.5;90.75[	[90.75;91[	[91;91.25[	[91.25;91.5[	[91.5;91.75[	[91.75;92[	[92;92.25[	[92.25;92.5[	[92.5;92.75[	[92.75;93[	[93;93.25[	[93.25;93.5[	[93.5;93.75[	[93.75;94[	[94;94.25[	[94.25;94.5[	[94.5;94.75[	[94.75;95[	[95;95.25[	[95.25;95.5[	[95.5;95.75[	[95.75;96[	[96;96.25[	[96.25;96.5[	[96.5;96.75[	[96.75;97[	[97;97.25[	[97.25;97.5[	[97.5;97.75[	[97.75;98[	[98;98.25[	[98.25;98.5[	[98.5;98.75[	[98.75;99[	[99;99.25[	[99.25;99.5[	[99.5;99.75[	[99.75;100[
Wilpoe152	LTR	Unknown	29	0	0	0	0	0	62	0	50	0	1265	2217	10303	8054	22131	12533	25541	20213	15692	21366	9890	11746	6289	6873	5101	4280	2033	788	210	1654	4238	38	168	1173	493	1483	112	2341	1014	2836	3156	3509	2668	5416	11582	5357	7602	9030	5650	12115	12154	10014	11073	15755	16625	13506	13200	9814	7718	8900	9045	6487	6985	3822	2120	5039	2876	2261	1337	4056	2594	2035	3466	3240	2928	3754	3937	6457	5780	4112	4565	2487	7462	5912	2825	7311	4181	6383	3919	3108	5845	4275	3001	1193	4781	724	2217	2382	1875	2177	1801	2017	511	3385	1150	0	500	0	0	0	0	11	114	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ManaSINE2_Manacus_vitellinus	SINE	RTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	234	161	51	152	108	47	34	284	583	220	0	0	126	47	477	126	86	140	24	56	0	384	431	126	357	72	135	0	79	323	143	59	83	72	24	232	150	115	91	111	103	16	124	234	15	247	29	28	16	46	0	143	102	65	213	16	75	84	34	38	40	23	8	7	32	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL3c_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRL4	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe037	LTR	ERVL	1189	8228	17721	21917	29829	20877	17888	11387	5092	0	985	3108	1609	635	725	328	625	2735	1393	4209	9108	14586	18140	10010	4019	3142	3919	4300	5143	3149	6577	4799	2115	3506	642	5074	1891	1208	1258	1285	3738	166	1962	601	50	1264	0	0	27	661	0	0	0	0	0	0	0	0	673	0	64	26	659	424	691	329	394	132	548	75	1237	487	62	243	894	230	966	125	947	15	718	29	283	533	418	206	428	7	558	0	0	66	0	82	0	1323	387	0	234	0	0	0	0	0	132	0	0	0	0	0	560	0	0	442	0	0	0	250	0	227	541	453	468	557	1055	814	331	1057	1127	1058	1400	2050	10714	655	7942	1169	5188	3555	1250	2404	604	986	959	232	493	469	891	0	0	0	305	183	233	256	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ManaSINE1_Manacus_vitellinus	SINE	RTE	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	148	0	0	0	156	74	106	0	0	78	0	0	0	0	0	0	0	0	0	80	0	0	0	6	4	6	0	0	0	71	0	20	0	0	0	0	25	0	13	7	0	9	0	2	35	0	196	26	71	17	43	85	36	46	56	0	7	0	6	131	0	0	28	0	101	0	0	101	0	0	3	0	0	46	0	57	0	73	0	0	3	0	57	0	0	0	74	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-J1b_fAlb	LINE	CR1	30	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	44	0	0	0	89	67	32	0	0	0	102	18	0	0	60	120	116	48	109	85	58	49	30	299	540	450	399	378	103	34	151	136	167	326	341	1038	1038	1468	969	1628	1339	1637	2161	2375	2454	3902	3310	4662	3062	5436	6420	5268	4061	5821	7680	6741	6779	7549	5874	6444	5745	3618	6363	4780	5735	3083	4428	5748	3739	3692	4801	4161	3308	3091	2521	3241	3048	1844	1796	2584	1041	1562	2405	1568	2196	1470	801	2068	1700	890	1756	1001	666	692	1357	1357	927	290	760	1054	411	456	289	272	218	289	410	326	200	47	57	280	30	70	150	0	0	183	0	61	108	169	1	0	0	0	0	43	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe061	LTR	Unknown	237	0	0	0	0	0	0	0	189	83	156	349	190	118	257	230	509	47	761	552	2444	2425	4886	4975	10648	12142	17926	32298	36988	56270	71787	85508	92043	100816	108995	102040	94432	103149	94160	85095	55382	64253	49149	38685	30635	33250	22159	20663	25849	23862	18738	21213	19466	15624	26956	25768	22842	21029	18186	20701	14339	12267	13237	11414	7800	9299	5415	5393	7657	3362	2374	2182	717	2564	1394	1480	39	0	60	0	724	0	58	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	52	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a1_LTR-La_Ucy	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	166	0	0	283	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe107	LTR	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	51	0	64	41	120	110	36	0	449	0	289	938	1481	606	710	3418	1917	1946	1562	1016	4863	1985	2618	3300	1379	2453	1109	1847	1964	2356	1925	1219	1518	2291	2088	963	1763	476	446	580	0	0	733	433	1263	581	690	469	102	1302	974	0	191	646	908	492	407	454	245	121	476	576	84	61	707	320	571	114	661	449	654	1192	1503	616	1383	1338	594	867	1512	2124	1761	1401	1263	767	1414	2233	548	1197	2706	2650	1387	871	1384	260	423	344	927	1096	870	18	593	862	0	290	464	489	0	196	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe039	LTR	Unknown	0	0	0	0	0	0	0	0	100	41	0	0	116	0	56	80	0	231	0	107	237	174	851	0	1013	1095	2289	8231	7921	23351	22811	22336	49724	26228	46210	17457	19111	12956	13499	4024	3481	2822	4746	3863	5163	6399	3732	5673	4458	5866	5561	3497	2053	1834	4081	1366	802	949	1122	3826	1205	777	4843	2044	3052	3553	2171	2322	2772	3041	1498	3411	2752	0	954	737	146	1033	19	426	50	107	16	703	574	0	305	113	78	1209	672	748	0	361	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe106	LTR	Unknown	573	0	0	0	0	0	62	55	68	0	0	34	127	561	109	0	99	904	780	2862	3551	3615	7525	11372	10299	15939	11682	19968	17980	22105	13175	14634	13415	17915	11251	14941	6200	5823	9612	4513	6367	2059	6258	3898	4783	3591	4197	2249	4428	2455	2416	2498	4442	2972	2890	607	1253	2528	1630	1814	1464	531	178	152	1772	617	1487	1339	2749	2070	2123	1371	930	1768	1882	958	2666	749	329	165	1548	1115	949	1646	1309	896	2995	212	972	1634	578	1832	1973	2231	405	1250	1269	1050	1399	81	1207	1014	0	593	788	712	3	8	0	502	0	233	498	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
