			Million years bins:
Rname	Rclass	Rfam	[0;1[	[1;2[	[2;3[	[3;4[	[4;5[	[5;6[	[6;7[	[7;8[	[8;9[	[9;10[	[10;11[	[11;12[	[12;13[	[13;14[	[14;15[	[15;16[	[16;17[	[17;18[	[18;19[	[19;20[	[20;21[	[21;22[	[22;23[	[23;24[	[24;25[	[25;26[	[26;27[	[27;28[	[28;29[	[29;30[	[30;31[	[31;32[	[32;33[	[33;34[	[34;35[	[35;36[	[36;37[	[37;38[	[38;39[	[39;40[	[40;41[	[41;42[	[42;43[	[43;44[	[44;45[	[45;46[	[46;47[	[47;48[	[48;49[	[49;50[	[50;51[	[51;52[	[52;53[	[53;54[	[54;55[	[55;56[	[56;57[	[57;58[	[58;59[	[59;60[	[60;61[	[61;62[	[62;63[	[63;64[	[64;65[	[65;66[	[66;67[	[67;68[	[68;69[	[69;70[	[70;71[	[71;72[	[72;73[	[73;74[	[74;75[	[75;76[	[76;77[	[77;78[	[78;79[	[79;80[	[80;81[	[81;82[	[82;83[	[83;84[	[84;85[	[85;86[	[86;87[	[87;88[	[88;89[	[89;90[	[90;91[	[91;92[	[92;93[	[93;94[	[94;95[	[95;96[	[96;97[	[97;98[	[98;99[	[99;100[
Wilpoe002	Unknown	Unknown	0	0	176	383	592	4747	11687	21944	9930	3286	2062	2215	5832	3522	5553	1981	2118	96	702	17	24	100	535	112	18	75	512	172	114	354	371	0	864	592	203	0	302	95	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ManaSINE2_Manacus_vitellinus	SINE	RTE	0	0	0	0	0	0	0	0	0	47	0	446	307	318	803	126	650	250	65	820	541	214	509	180	397	317	125	367	276	90	245	278	175	72	78	34	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Manacus_vitellinus	LINE	RTE-BovB	33	0	0	0	34	0	46	0	37	79	29	0	132	89	134	190	163	59	64	78	5	0	118	26	74	36	23	57	47	45	0	98	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRL3	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UcyLTR1	LTR	ERV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	82	161	27	68	280	82	219	66	81	75	190	21	521	356	154	192	103	231	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe012	LTR	ERVL	0	0	0	0	0	0	0	198	235	31	865	562	215	882	1351	460	2442	1792	640	360	2262	1118	830	1320	4019	2698	6265	9071	7628	11547	9375	11872	9454	6900	6334	5100	5244	3823	3782	2769	1814	1286	626	335	113	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe015	LTR	Unknown	25	0	162	43	391	337	227	2338	5746	6366	17295	31545	37962	22091	24615	22885	23722	16531	16050	20070	18735	22735	20681	18794	27969	21948	20003	14452	17592	12890	15822	19393	14948	12638	8914	6286	4413	3733	1131	1825	899	398	704	34	148	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe062	LTR	Unknown	0	535	604	1183	4690	4457	4703	3497	774	1459	1389	724	1437	1174	301	212	215	1443	772	926	96	768	708	1116	2690	2910	4142	3515	6567	8030	10461	9626	8856	11269	8658	4374	2481	3928	2010	1077	1082	331	378	562	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe113	LTR	Unknown	0	0	0	0	64	720	1801	2494	1423	0	723	339	357	416	0	865	358	1041	933	2062	0	1611	1061	561	0	558	25	100	31	724	964	2630	1474	2400	4721	2548	5849	4119	3198	3553	2516	974	0	770	101	64	125	6	2	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Oreotrochilus_melanogaster	LINE	RTE-BovB	0	0	0	0	5	0	0	0	0	0	0	0	0	0	197	0	47	0	0	51	0	88	0	0	12	0	0	121	0	0	22	65	0	0	0	0	64	96	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-Z1_Ucy	LINE	CR1	32	0	0	41	105	59	122	0	163	113	159	245	0	502	842	1295	1354	2263	4658	5784	7787	10031	12753	11503	17034	12682	11800	11565	6754	4310	4939	4512	2416	2289	2491	2121	3022	1926	6094	2813	7225	7878	11926	11623	9185	9551	10935	10513	9617	6172	2922	2377	1967	888	1298	527	677	364	661	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTR1	LTR	ERV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-X1b_Ucy	LINE	CR1	107	0	52	94	192	168	161	315	384	271	424	562	465	912	1260	313	1264	906	1421	1809	2092	2655	2401	3193	3769	3622	5993	5115	5607	2896	1739	3936	1331	1734	1384	563	1748	1005	1975	2096	2172	1043	864	1624	573	1471	928	532	729	648	501	480	255	2	73	19	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe125	LTR	Unknown	44	0	0	0	38	204	1375	627	854	3004	7217	7068	6120	2758	3081	2126	1294	2950	1752	4097	6488	4221	1365	2957	1189	696	3893	307	1869	2608	4588	5822	6295	4748	3533	3402	1138	558	153	144	0	149	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe103	LTR	ERVL	27	0	0	0	73	76	651	401	2072	3657	12195	33204	56713	72160	77536	69036	43254	30873	19018	16049	10402	6476	5962	4535	2564	2365	1863	2315	1249	1385	2630	2544	1856	6177	5684	6472	6157	8766	6986	3932	2530	1493	847	559	538	179	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe075	LTR	Unknown	0	99	0	46	162	127	725	0	3076	1454	2860	4108	2145	1087	1330	3182	2469	116	1259	58	216	0	449	115	112	404	181	293	822	783	1352	3031	849	597	2279	2162	1135	1391	2274	177	679	0	99	304	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a2_LTR_Ucy	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	17	0	0	197	0	152	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-E4_fAlb	LINE	CR1	2	0	51	83	100	115	45	86	351	971	2886	2942	6100	7928	9075	16152	23582	26437	35636	39817	48565	57093	54823	48504	57695	51134	45276	45401	46098	41889	42695	32905	33911	31231	20560	19279	17740	12651	11549	7066	4942	4787	3092	3049	2757	3681	3209	1447	3167	3839	3263	1976	3051	1989	851	295	246	898	249	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe068	LTR	ERVL	26956	109949	28113	10803	24547	18051	8314	12915	7174	14516	857	10675	10290	7054	16888	18799	2986	771	5550	2591	1174	2840	3650	906	130	117	1643	596	420	836	327	1112	562	0	360	0	128	306	449	90	515	263	88	197	125	0	461	309	26	21	569	23	288	58	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguSINE1_Ucy	SINE	SINE	503	0	0	332	720	343	268	696	761	1248	2127	2175	3526	4287	8202	9191	9466	15073	19169	23233	20613	23269	22408	18958	19838	15722	14877	11375	7569	8713	5840	4912	3831	2729	1653	1569	1760	630	378	147	15	14	18	8	18	0	0	83	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-X1c_Ucy	LINE	CR1	117	0	0	0	139	107	0	181	68	173	778	272	575	1173	4341	5813	17545	49089	70046	87630	97722	94425	83374	50505	46951	33587	33586	36784	28471	19579	7259	6173	3436	2350	1249	1683	589	4924	1985	3207	4453	2517	2679	2646	6729	7993	6675	15636	10217	6081	6713	3515	1512	2598	4416	1161	2012	1112	1112	75	87	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe052	LTR	Unknown	0	0	54	0	0	174	0	318	181	675	1779	1280	4376	4662	3550	7571	17274	19730	22277	19876	24764	18752	15944	18389	11058	11649	10341	12544	10649	7088	10604	8386	9326	6521	11652	9296	11577	9859	19071	9251	7664	7610	2677	4026	4648	2712	1323	77	0	383	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe064	LTR	Unknown	1258	5228	11277	2604	1541	0	0	769	571	2312	2048	608	0	0	0	0	755	1018	2439	600	0	427	1601	1129	2684	2364	2788	6229	3138	3766	1675	1418	2994	1729	881	1526	229	1407	1481	891	1385	245	600	233	657	0	806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-X1NA_fAlb	LINE	CR1	62	0	0	313	31	141	158	201	34	703	550	774	1198	726	1081	1923	2126	2512	2804	1604	3823	2347	3341	3562	2236	627	1548	1582	1915	1222	1590	764	1331	842	886	500	957	756	396	531	555	256	284	280	129	51	214	118	31	62	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe018	LTR	Unknown	0	0	0	39	0	519	50	1973	2160	2132	422	2190	3483	0	65	1151	1145	44	1008	266	747	210	0	84	134	232	232	561	659	86	92	83	184	75	432	1269	229	0	72	184	65	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe146	LTR	Unknown	27	0	0	100	913	1557	2464	2681	3515	1921	1387	2493	2996	779	491	442	481	157	121	0	0	0	89	15	63	0	79	408	64	0	0	0	0	27	3	0	0	81	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe036	LTR	Unknown	27	0	76	46	390	255	366	2366	6096	13044	24748	26936	16515	20199	5278	4054	5403	8457	6685	5518	3259	7693	6880	3872	8071	10829	8383	7668	5977	2139	449	1170	7	418	677	337	747	0	352	495	464	121	41	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe041	LTR	Unknown	62	0	0	0	129	860	3192	3383	1199	1120	2124	1507	1838	825	90	967	1430	131	0	565	0	0	321	543	0	344	296	472	430	39	57	465	11	0	0	135	0	196	0	0	0	0	113	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe058	LINE	CR1	28	0	235	268	313	931	792	1932	2068	6129	21606	46741	75266	144324	164238	192844	199703	145924	129343	114307	100180	90425	76100	73842	48708	55515	38904	25440	19845	16638	8628	5601	4596	4958	8820	11370	7272	12327	5290	9456	5174	9870	11053	14854	13953	11721	17509	13146	8706	4559	3064	1652	558	863	273	318	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL4b_fAlb	LTR	ERV3	0	0	0	0	34	0	0	38	147	0	0	0	148	33	0	114	428	0	71	311	75	0	255	267	92	36	0	64	325	1136	1122	954	1143	2197	1350	576	557	158	382	24	422	88	389	60	399	418	0	43	0	21	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe014	LTR	Unknown	0	0	0	481	321	64	3864	12150	17465	9386	14386	30	5333	2512	888	2781	1215	718	244	509	3641	1455	4957	1193	560	1961	1143	1246	2780	214	103	2191	1241	1164	1832	141	521	1017	1965	493	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe097	LTR	Unknown	0	0	0	0	129	108	0	4067	3645	7656	15442	20639	10168	10780	8014	5886	6289	4424	4991	4012	2044	3450	3165	7386	5008	5454	8853	8076	8582	8208	5137	2981	1095	2136	602	1292	397	690	3178	1683	1312	2032	938	0	549	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTR5	LTR	ERV1	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	50	0	234	0	0	0	215	215	155	122	282	588	744	745	316	604	596	733	303	342	110	78	312	363	95	70	77	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe096	LTR	ERV1	0	0	0	0	0	2361	1215	5690	6193	8975	11112	8289	6392	5384	5041	5389	5580	6815	6663	2921	6886	4473	2933	2785	1793	1912	1080	1281	0	157	588	363	528	308	56	198	99	0	1355	349	648	0	287	146	157	0	376	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-J1_Ucy	LINE	CR1	30	0	0	40	162	0	185	220	235	387	337	447	710	934	1553	1943	2347	3125	7745	8540	11056	19642	34104	45915	63595	86304	104104	122147	105318	104273	97303	66900	53471	36924	32974	18987	19010	15999	13195	10384	9032	3893	3368	7215	2386	4655	2888	3234	2071	5151	3668	1421	1466	1822	1613	1318	1749	226	859	322	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL3-L_Ucy	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe005	LTR	Unknown	37	0	0	762	990	8492	9752	22681	30523	29985	26236	29191	25121	11666	9881	20826	22417	13214	13168	10314	11772	17515	28291	19652	14753	12105	7522	2837	2388	1868	1378	1878	1767	376	688	1151	352	1271	300	34	79	0	0	22	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe139	LTR	Unknown	753	672	7571	10577	6695	9270	674	81	72	1778	1697	1238	3876	2446	0	0	299	0	988	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	337	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe049	Unknown	Unknown	31	0	117	393	62	403	3193	10759	32735	46046	40495	40047	43693	33421	55194	46690	30982	10874	12965	5125	5581	2581	2684	1921	711	896	803	252	1098	475	416	521	342	162	32	514	191	343	27	113	98	157	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL1a7-a_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-YB1_Ucy	LINE	CR1	0	0	0	0	0	29	0	96	176	0	0	290	57	98	567	966	703	1606	4868	5762	10410	13896	15342	26321	21836	27006	19061	22912	20628	12772	9020	9519	7771	3898	8890	12202	11103	15560	12732	12149	10745	13371	14716	10732	10996	10026	11441	6468	7856	5899	3311	2155	1857	2233	704	564	49	45	71	73	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK7_LTR2-Lc_fAlb	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe072	LTR	Unknown	0	0	0	0	0	0	243	1966	7376	13317	14880	17335	12379	5581	8099	6602	6370	5202	5917	9093	5811	2570	3314	4361	673	957	578	679	386	1179	1189	1498	1907	3197	3881	3663	5623	3972	4870	3479	5898	4318	5201	2417	2423	1414	1213	862	169	394	202	651	204	201	0	0	201	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a1_LTR-La_Ucy	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	166	283	0	169	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1-X3_Ucy	LINE	CR1	0	0	0	0	0	94	44	41	96	64	72	209	233	153	304	717	809	546	1220	2570	2242	3872	4977	7839	6330	7792	11177	12188	12274	6419	5438	6800	4176	2405	1876	1300	226	480	589	1054	451	452	421	496	742	631	706	753	389	233	219	245	244	109	64	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR1L_fAlb	LINE	CR1	0	0	0	0	31	30	0	59	36	32	45	210	193	326	441	383	1097	1345	594	1758	2266	1818	3426	4156	4055	5509	6081	6814	8352	9321	7414	7401	8542	9675	8301	8111	7252	6747	5825	5311	3815	4783	2657	3395	2384	1463	1019	1050	902	89	430	88	172	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AviRTE_Wuchereria_bancrofti	LINE	RTE-BovB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe118	LTR	Unknown	0	0	572	100	1162	577	0	1129	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	226	0	0	0	0	998	394	0	0	179	0	0	0	0	0	0	0	0	0	421	417	430	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe152	LTR	Unknown	29	0	62	683	13213	40379	54880	42207	21044	12469	1831	5866	1425	2004	5865	7444	17337	18032	27184	27065	40070	31420	23162	16320	10634	6474	7344	7451	8398	15369	10849	15035	12784	12397	12445	7535	4722	5263	3719	4535	500	0	125	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe031	LTR	ERVL	0	0	0	38	36	0	0	81	93	130	145	414	598	1008	421	2830	8102	13452	15333	26741	30190	57388	54543	50898	54350	39467	38365	32924	18835	16825	15180	11529	6910	8659	5528	6440	6713	6392	4431	4689	5654	2507	3202	1068	728	1725	99	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRK1a-Lb_Ucy	LTR	ERV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL4a-La_fAlb	LTR	ERV3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	24	0	26	112	0	0	2	106	0	12	0	37	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wilpoe045	Unknown	Unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	106	0	0	43	0	0	0	0	0	0	50	0	927	0	0	0	825	3841	1407	343	569	0	16	167	0	0	0	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL4b-a_Ucy	LTR	ERV3	0	0	0	0	0	0	0	44	0	0	0	41	74	172	104	177	281	218	2543	1645	8500	15177	29709	48377	55807	50079	66540	45118	37816	23304	21714	11394	10996	7073	1608	2398	3546	2002	2542	709	992	958	844	1209	600	217	1332	390	210	0	185	83	151	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgu_rep3-L_Ucy	LTR	ERV3	34	0	0	39	96	0	0	515	37	0	47	273	295	69	75	397	319	524	740	685	1616	4092	3904	4406	3170	5143	5436	4701	5670	6107	6505	3324	3122	2578	2496	2833	1668	1672	782	1300	1003	932	75	0	278	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ManaSINE1_Manacus_vitellinus	SINE	RTE	0	0	0	0	71	0	148	156	180	78	0	0	0	80	6	10	0	91	0	25	13	16	37	196	114	164	102	7	137	28	101	101	3	20	83	73	3	57	74	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
