(null)ID	Orthogroup	Wilpoe	Acachl	Amacol	Campar	Coralt	Corbra	Corcor	Cyacae	Emptra	Erygou	Falche	Falper	Ficalb	Geofor	Junhie	Lepcor	Lonstr	Manvit	Melund	Neochr	Nesnot	Parmaj	Pipfil	Psehum	Sercan	Taegut	Zonalb	Hypoch	Rhemel
(null)	OG0000205	3	3	2	1	3	2	2	2	2	2	3	3	2	3	1	3	3	4	3	3	3	2	3	3	3	3	2	4	2
(null)	OG0000206	4	2	2	3	3	2	2	2	3	3	3	3	3	2	2	3	3	2	2	3	2	3	3	3	1	3	2	4	3
(null)	OG0000207	1	2	2	3	3	2	3	1	1	2	4	4	3	3	2	2	3	4	3	3	3	2	3	4	2	3	3	2	2
(null)	OG0000208	3	2	3	3	4	3	2	2	3	2	3	3	3	3	1	3	4	2	3	3	2	3	3	3	2	2	1	2	2
(null)	OG0000209	3	3	3	3	3	2	3	2	3	2	2	2	3	3	3	3	3	2	3	3	2	3	3	3	3	3	2	1	1
(null)	OG0000210	9	3	1	2	1	2	1	3	6	1	3	3	3	3	1	2	3	1	1	4	2	2	2	4	0	2	1	4	5
(null)	OG0000211	1	2	3	3	9	4	0	3	4	2	3	3	1	1	2	2	2	3	4	5	3	1	4	3	2	3	1	1	0
(null)	OG0000212	2	3	3	3	3	3	3	2	3	2	3	3	3	3	2	3	2	3	2	3	3	2	3	3	2	3	2	2	1
(null)	OG0000213	3	2	4	3	4	3	2	3	3	3	2	3	3	3	2	1	3	1	2	3	1	3	3	3	3	3	2	2	1
(null)	OG0000214	2	2	2	2	2	3	1	3	2	6	2	2	3	2	3	3	3	2	3	3	1	3	3	3	3	3	2	3	2
(null)	OG0000215	1	0	3	0	0	2	0	7	1	1	1	0	1	0	4	4	5	8	3	0	1	3	0	0	7	14	11	0	0
(null)	OG0000216	5	3	3	2	3	2	1	2	3	5	4	3	2	2	2	3	2	3	3	3	3	1	3	2	2	3	1	3	0
(null)	OG0000217	5	5	4	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	3	2	2	2	2	4	4
(null)	OG0000218	2	3	3	3	2	3	2	3	2	2	2	2	2	3	2	3	2	4	2	2	3	2	3	3	3	3	3	2	2
(null)	OG0000219	2	2	4	3	3	3	2	2	3	2	2	3	2	2	3	3	3	2	2	3	2	3	3	3	2	3	2	2	1
(null)	OG0000220	1	2	3	2	4	4	2	3	2	1	3	3	2	3	1	4	2	3	3	4	2	2	4	3	2	3	2	1	1
(null)	OG0000221	3	3	4	2	2	2	2	2	2	2	2	2	4	4	3	3	2	3	4	2	1	2	2	2	3	2	2	3	3
(null)	OG0000222	2	3	5	2	3	2	3	3	3	2	1	1	3	3	3	3	1	3	3	3	3	3	3	3	2	2	3	1	1
(null)	OG0000223	3	3	2	5	1	4	1	5	1	2	1	1	1	2	1	1	5	2	1	1	1	3	1	3	4	5	4	3	4
(null)	OG0000224	3	4	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	5	3	2	2	3	2	2	5	3
(null)	OG0000225	4	2	2	2	3	2	2	2	4	2	2	2	2	2	2	4	4	3	2	2	2	3	3	2	2	2	3	3	2
(null)	OG0000226	3	6	2	2	2	2	2	2	3	3	2	2	2	2	1	2	2	2	3	3	4	4	2	2	2	2	3	2	2
(null)	OG0000227	4	2	3	2	3	2	2	2	2	2	3	3	2	2	2	3	2	3	3	2	3	2	3	2	2	2	3	3	3
(null)	OG0000228	2	2	2	3	2	3	1	3	2	5	3	3	3	3	2	2	3	3	2	3	3	2	2	3	2	3	2	2	1
(null)	OG0000229	2	3	2	2	4	5	1	2	3	1	3	4	1	3	2	2	2	2	1	8	2	2	3	2	2	3	3	1	1
(null)	OG0000230	1	3	3	2	2	2	1	3	3	2	2	2	2	2	2	2	3	3	2	6	3	3	2	3	2	5	1	4	1
(null)	OG0000231	2	1	3	3	3	2	2	2	3	3	2	2	3	2	3	3	3	2	3	3	2	2	3	3	2	3	2	2	2
(null)	OG0000232	2	4	1	2	3	3	2	2	4	3	3	4	2	2	2	3	2	2	2	2	2	3	2	2	2	2	4	3	2
(null)	OG0000233	1	3	3	3	4	2	0	2	2	2	3	3	3	2	2	3	2	3	3	3	3	2	3	3	3	6	0	2	0
(null)	OG0000234	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	3	3	5	2	3	3	2	2	3	2	4	2	2
(null)	OG0000235	1	2	2	3	2	2	2	3	3	5	2	2	3	4	2	2	2	4	2	4	2	2	3	2	3	2	2	1	0
(null)	OG0000236	1	2	0	1	6	1	1	1	1	1	2	2	1	1	0	2	1	17	0	3	0	1	21	1	1	1	1	1	1
(null)	OG0000237	2	3	2	3	3	1	2	2	2	2	3	3	2	2	3	2	3	2	2	4	2	2	4	3	2	3	2	2	2
(null)	OG0000238	3	3	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	4	2	3	4
(null)	OG0000239	3	3	3	2	2	3	3	3	2	3	2	2	2	2	3	2	2	2	3	3	3	3	2	2	2	3	3	1	2
(null)	OG0000240	2	2	2	2	2	2	2	2	2	8	3	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	6	2
(null)	OG0000241	3	4	1	2	2	3	3	2	3	3	4	4	1	2	2	1	2	2	2	4	2	2	2	2	2	4	2	2	2
(null)	OG0000242	2	2	3	3	2	2	2	2	2	2	2	3	3	3	3	2	3	1	3	3	2	3	2	3	2	4	1	3	1
(null)	OG0000243	1	2	2	2	2	1	2	2	4	1	2	2	2	2	2	3	2	7	0	5	2	1	9	2	2	1	2	2	1
(null)	OG0000244	2	3	2	3	1	1	1	3	2	3	1	2	2	1	3	3	3	3	3	3	3	3	3	3	3	2	3	2	2
(null)	OG0000245	1	2	4	3	3	2	2	2	4	3	2	2	3	2	3	3	3	2	2	2	2	2	3	3	2	4	2	1	0
(null)	OG0000246	1	2	6	1	2	1	1	1	1	4	2	3	1	1	2	6	3	5	5	2	4	5	2	1	3	2	4	1	0
(null)	OG0000247	3	3	2	3	4	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	4	1
(null)	OG0000248	2	2	4	3	4	2	2	3	2	3	3	3	3	2	1	1	3	1	2	3	2	3	2	3	3	2	2	2	1
(null)	OG0000249	2	1	2	3	2	3	4	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	4	3	2	4	2	3	3
(null)	OG0000250	4	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	5	5
(null)	OG0000251	2	2	2	3	3	2	2	2	3	2	2	3	2	3	2	2	3	2	2	3	2	2	3	3	2	3	2	2	2
(null)	OG0000252	1	2	2	3	3	3	3	3	2	3	2	2	2	3	3	1	3	1	5	2	2	3	3	3	3	2	3	0	1
(null)	OG0000253	2	2	3	3	3	1	0	2	3	3	2	2	3	1	3	3	2	2	3	3	2	3	3	3	2	2	0	6	2
(null)	OG0000254	3	1	3	3	3	2	0	1	3	3	2	2	2	0	2	3	3	2	3	3	3	3	3	3	3	4	1	2	2
(null)	OG0000255	4	3	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	4	5
(null)	OG0000256	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	4	3	3	2	4	2	4	2	2	2	2	3	2	3
(null)	OG0000257	2	1	6	2	2	1	1	3	4	3	1	2	2	1	2	3	3	3	2	3	1	3	2	2	5	2	3	2	2
(null)	OG0000258	2	2	2	3	3	2	2	3	2	2	3	3	2	3	2	2	3	2	2	2	2	2	2	2	3	4	2	2	2
(null)	OG0000259	3	2	1	2	5	2	2	3	3	3	2	2	2	2	1	1	1	5	1	3	1	1	3	2	3	3	2	5	3
(null)	OG0000260	2	2	2	3	2	3	2	2	3	3	3	3	2	3	2	2	3	2	3	2	2	2	2	3	2	3	2	2	1
(null)	OG0000261	3	3	2	2	2	2	2	3	3	3	2	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	4
(null)	OG0000262	3	3	3	2	2	2	2	3	2	3	3	3	2	3	2	2	2	2	1	2	3	2	2	2	2	2	2	3	3
(null)	OG0000263	1	2	1	2	7	2	1	3	4	5	3	4	1	2	4	3	1	2	1	5	1	1	2	2	2	2	4	1	1
(null)	OG0000264	1	0	1	3	1	5	3	3	0	1	0	2	1	2	3	2	3	1	1	1	0	2	19	0	3	5	1	2	3
(null)	OG0000265	5	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	1	3	2	5	2
(null)	OG0000266	2	2	4	2	3	2	2	2	3	3	2	2	2	2	3	3	3	5	2	4	2	2	2	2	2	2	1	2	1
(null)	OG0000267	3	2	4	2	2	2	2	3	2	2	2	2	3	3	2	3	4	2	3	2	2	2	2	2	2	2	2	2	2
(null)	OG0000268	5	4	2	2	2	2	2	1	3	3	1	3	2	2	1	1	3	2	2	2	3	1	3	2	1	2	2	3	5
(null)	OG0000269	5	3	2	2	2	2	2	1	3	2	2	2	2	2	3	2	2	3	2	3	3	2	2	2	2	2	2	3	3
(null)	OG0000270	2	3	2	2	2	2	2	3	5	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	3	3	4	1
(null)	OG0000271	2	2	1	2	5	2	1	1	1	1	2	2	2	2	1	2	2	13	1	2	2	3	3	2	2	1	2	3	3
(null)	OG0000272	3	1	3	3	2	2	1	1	3	3	2	3	3	2	3	3	3	2	2	3	1	2	3	3	1	2	1	3	3
(null)	OG0000273	2	2	3	3	2	3	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	5	2	2	2
(null)	OG0000274	1	2	3	3	2	3	2	2	2	3	3	3	1	3	2	2	3	1	2	3	2	2	4	3	2	3	2	2	1
(null)	OG0000275	0	3	3	6	3	2	0	3	2	2	4	3	1	1	1	1	3	2	4	3	6	1	3	5	1	2	2	1	0
(null)	OG0000276	0	1	6	2	0	0	1	2	0	21	0	0	1	2	0	1	1	7	0	1	0	0	5	2	4	9	1	0	0
(null)	OG0000277	2	4	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	2	3	2	2	2	3	3
(null)	OG0000278	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3	3	4	2	2	2	2	2	2	2	2	2	3	3
(null)	OG0000279	2	3	2	2	3	3	2	3	3	2	2	2	2	3	1	2	2	2	3	3	2	2	2	2	3	1	2	3	3
(null)	OG0000280	6	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	3	3
(null)	OG0000281	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	4	3
(null)	OG0000282	3	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	1	2	2	2	2	2	2	2	3	2	5	5
(null)	OG0000283	4	1	3	3	4	2	3	3	2	0	2	2	3	2	0	0	3	3	2	4	1	2	5	2	2	1	2	3	2
(null)	OG0000284	4	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	3	4
(null)	OG0000285	5	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	5	0
(null)	OG0000286	6	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	2	2	2	7	0
(null)	OG0000287	4	3	4	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	3	2	2	2	2	3	2	2
(null)	OG0000288	3	2	2	2	2	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	3	2	3	2	2	2	2	4	3
(null)	OG0000289	2	2	2	2	2	3	3	3	2	4	2	2	2	2	1	2	3	2	2	2	2	2	2	3	3	3	2	2	1
(null)	OG0000290	4	2	2	3	3	2	1	1	3	2	2	3	3	2	3	4	3	1	1	3	0	2	3	3	1	2	0	3	3
(null)	OG0000291	2	2	2	2	3	3	2	2	2	2	3	3	2	2	3	3	2	2	2	3	2	2	3	2	2	2	2	2	2
(null)	OG0000292	2	2	4	3	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	3	3	2	2	2	2	1
(null)	OG0000293	3	3	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	3	3	2	2	2	1	2	4	3
(null)	OG0000294	3	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	4	3
(null)	OG0000295	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	5	4
(null)	OG0000296	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	4	2	3	2	2	2	2	3	3
(null)	OG0000297	1	2	5	2	2	2	1	3	2	9	2	3	2	3	1	2	2	2	3	3	2	1	2	2	2	1	3	1	1
(null)	OG0000298	2	1	1	5	5	3	1	2	2	1	1	1	6	4	1	6	1	1	1	5	1	1	2	2	3	2	2	2	1
(null)	OG0000299	1	2	3	3	4	2	1	1	2	2	3	3	2	3	2	2	3	2	1	5	1	2	4	3	1	3	2	1	1
(null)	OG0000300	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	31	4	0	0	1	0	1	26	0	0	0	0
(null)	OG0000301	2	2	2	3	3	2	2	2	3	2	3	3	2	2	2	3	2	1	2	2	2	2	3	3	2	3	2	2	1
(null)	OG0000302	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	6	2
(null)	OG0000303	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	1	2	2	3	4
(null)	OG0000304	2	3	4	2	2	2	2	2	3	3	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2
(null)	OG0000305	2	2	2	2	2	2	2	2	5	2	1	2	2	2	1	2	2	7	2	2	1	2	5	2	2	3	1	2	1
(null)	OG0000306	3	3	2	2	2	2	3	2	4	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
(null)	OG0000307	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	3	2	2	3	2
(null)	OG0000308	4	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4
(null)	OG0000309	2	4	2	2	2	2	2	3	2	2	2	2	2	3	3	2	2	2	2	2	4	2	2	2	2	2	2	2	2
(null)	OG0000310	2	1	3	4	3	3	1	0	3	2	3	3	1	3	2	2	2	0	2	4	2	2	3	3	2	2	1	4	1
(null)	OG0000311	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	0	2	4	3	3	2	2	4	2	2	2	3	2	2
(null)	OG0000312	4	2	2	3	2	2	2	1	2	2	3	2	2	1	3	2	2	2	3	2	0	3	2	2	2	5	2	2	3
(null)	OG0000313	3	3	3	1	0	3	2	3	0	3	2	1	1	1	4	4	4	2	5	0	2	2	3	1	4	3	2	1	3
(null)	OG0000314	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	3
(null)	OG0000315	2	1	6	1	2	1	1	7	0	2	0	2	1	0	3	2	4	3	6	0	0	3	0	1	6	5	3	2	2
(null)	OG0000316	2	2	4	2	5	3	2	2	1	2	2	2	2	3	2	2	2	3	2	3	2	2	2	2	2	1	2	3	1
(null)	OG0000317	1	2	2	2	2	3	2	2	2	3	2	2	2	2	3	2	4	2	1	2	2	2	2	2	3	3	4	3	1
(null)	OG0000318	2	5	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
(null)	OG0000319	1	3	2	2	2	4	2	2	2	4	3	3	3	3	0	2	1	2	2	5	3	2	1	2	1	2	2	2	1
(null)	OG0000320	2	1	2	2	3	3	2	3	3	2	2	2	2	3	1	2	2	2	2	3	3	2	2	2	3	2	2	2	2
(null)	OG0000321	2	2	2	3	2	3	2	2	2	2	3	3	2	2	2	2	2	1	2	2	3	2	2	3	2	3	2	2	2
(null)	OG0000322	1	1	1	2	3	2	2	2	0	0	1	1	13	2	1	1	3	1	1	4	1	1	2	3	2	4	1	5	0
(null)	OG0000323	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	5	2
(null)	OG0000324	3	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	1	3	2	2	2	2	2	2	2	3	1	4	2
(null)	OG0000325	3	2	2	2	3	3	2	2	4	2	2	2	2	3	1	1	2	1	2	3	2	2	2	2	3	2	2	2	3
(null)	OG0000326	3	2	2	2	2	3	1	2	4	3	2	1	2	3	3	1	2	1	3	2	2	3	2	2	3	1	3	2	3
(null)	OG0000327	2	1	3	2	3	3	2	2	3	2	2	2	2	3	1	2	2	2	2	3	2	2	2	2	3	1	2	2	4
(null)	OG0000328	2	2	3	3	2	2	2	2	2	2	3	3	3	2	1	2	2	2	1	2	3	2	3	2	2	2	2	2	2
(null)	OG0000329	3	2	2	2	2	3	1	2	2	5	3	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	1
(null)	OG0000330	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	3	3
(null)	OG0000331	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	4	3
(null)	OG0000332	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	3	2	2	2	2
(null)	OG0000333	2	1	3	2	2	2	2	3	2	2	1	1	2	2	3	2	2	2	1	5	3	3	2	2	3	3	2	2	2
(null)	OG0000334	3	3	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	4	2	2	3	2	2	2	1	9	0
(null)	OG0000335	0	2	2	3	2	1	2	4	5	6	2	2	3	3	2	2	1	2	2	2	2	2	3	3	3	1	1	2	0
(null)	OG0000336	2	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	3	2	2	3	2	2	2	2	3
(null)	OG0000337	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	4
(null)	OG0000338	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	3
(null)	OG0000339	2	0	3	3	3	1	0	0	3	3	1	2	3	1	3	3	3	2	3	4	0	3	3	3	1	3	1	2	3
(null)	OG0000340	2	2	3	2	3	3	2	2	3	2	2	2	2	3	1	2	2	2	2	3	2	2	2	2	3	2	2	2	1
(null)	OG0000341	2	2	3	1	3	3	2	2	3	3	2	2	2	3	1	2	2	2	3	3	3	2	2	2	2	2	2	1	1
(null)	OG0000342	2	3	2	2	4	3	2	2	4	2	2	2	2	3	2	1	2	1	2	3	2	2	2	2	3	2	1	2	1
(null)	OG0000343	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	3
(null)	OG0000344	2	3	4	2	2	2	2	4	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	1	2	2	2	1
(null)	OG0000345	2	3	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2
(null)	OG0000346	2	1	2	2	2	3	2	3	2	2	2	3	2	2	2	2	3	2	2	2	1	2	2	3	2	4	2	2	2
(null)	OG0000347	1	2	2	2	2	3	2	1	2	2	2	2	2	3	1	3	2	2	3	2	2	2	3	2	4	2	1	5	1
(null)	OG0000348	5	3	1	2	2	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	3
(null)	OG0000349	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3
(null)	OG0000350	2	2	2	2	2	3	2	2	2	2	3	3	2	2	2	1	2	2	3	2	2	1	2	2	2	2	2	5	2
(null)	OG0000351	3	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2
(null)	OG0000352	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	3	2	2	2
(null)	OG0000353	2	2	2	2	2	2	2	3	2	3	3	2	2	2	2	2	3	2	1	2	2	2	2	2	2	2	2	3	2
(null)	OG0000354	2	2	2	2	2	2	2	3	3	2	3	2	2	2	2	2	3	2	2	1	2	2	3	2	2	2	2	2	2
(null)	OG0000355	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2
(null)	OG0000356	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2
(null)	OG0000357	2	3	1	2	2	2	2	2	3	2	2	2	2	2	2	3	2	3	2	3	2	2	3	2	2	2	1	2	2
(null)	OG0000358	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2
(null)	OG0000359	2	2	2	2	4	2	2	2	2	6	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	1	1	2	1
(null)	OG0000360	2	3	2	2	3	2	3	3	3	2	2	2	2	2	2	1	2	1	2	2	3	2	1	2	2	3	1	3	2
(null)	OG0000361	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	3
(null)	OG0000362	2	3	2	2	3	1	1	2	2	5	2	2	2	2	2	3	2	3	3	2	2	1	2	2	3	1	3	0	1
(null)	OG0000363	2	2	2	2	2	2	2	5	2	2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	2	1	1	2
(null)	OG0000364	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2
(null)	OG0000365	2	3	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
(null)	OG0000366	2	2	3	2	3	2	2	1	3	4	3	3	1	1	2	1	2	2	2	3	2	2	3	3	2	2	1	2	1
(null)	OG0000367	3	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3
(null)	OG0000368	3	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000369	3	2	2	2	2	2	2	2	2	4	2	2	2	2	1	2	3	2	2	2	3	2	2	2	2	3	1	2	2
(null)	OG0000370	2	2	2	2	2	2	2	2	4	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2
(null)	OG0000371	1	2	2	2	6	1	1	2	3	2	2	2	2	2	3	2	2	3	2	3	2	2	3	2	2	3	1	1	1
(null)	OG0000372	0	2	1	3	4	2	0	2	1	10	3	3	0	2	4	1	3	0	0	5	1	2	3	3	3	3	0	0	0
(null)	OG0000373	5	2	3	2	1	1	1	2	1	2	3	2	2	1	2	2	2	2	2	2	3	2	2	3	2	2	1	4	2
(null)	OG0000374	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2
(null)	OG0000375	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2
(null)	OG0000376	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	1
(null)	OG0000377	3	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	4	1	2	2	2	2	2	1	2	2
(null)	OG0000378	2	2	3	2	2	4	2	1	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2
(null)	OG0000379	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2
(null)	OG0000380	1	2	2	2	2	2	2	2	3	2	2	3	2	2	2	2	3	2	1	2	3	2	2	2	2	3	2	2	2
(null)	OG0000381	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
(null)	OG0000382	2	0	0	1	15	2	2	0	2	0	2	0	1	3	0	0	0	0	0	2	0	0	30	0	0	1	0	0	0
(null)	OG0000383	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2
(null)	OG0000384	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	2	5	2	2	2	2	2	2	1	2	2
(null)	OG0000385	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2
(null)	OG0000386	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2
(null)	OG0000387	3	5	3	2	3	1	1	1	2	2	2	3	1	1	2	2	2	1	2	2	2	2	2	3	2	4	2	1	1
(null)	OG0000388	2	2	2	2	2	3	1	2	3	2	2	2	2	3	1	2	2	2	2	3	2	2	2	2	3	2	2	2	2
(null)	OG0000389	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	2	2	2	2	2	2	3	1	3	3
(null)	OG0000390	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000391	2	4	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	3	2	2	2	2	2	2	2	2	2	1	1
(null)	OG0000392	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	1
(null)	OG0000393	3	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	1	1	2	3	2	2	2	2	3	0	9	1
(null)	OG0000394	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000395	2	3	1	2	2	2	2	2	2	2	2	2	4	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000396	2	2	2	3	2	2	2	2	2	2	3	3	2	2	2	2	1	1	1	2	1	3	3	3	2	3	2	2	2
(null)	OG0000397	2	2	2	1	3	2	2	2	2	1	3	2	2	2	3	1	2	3	2	2	4	2	3	1	1	2	1	3	4
(null)	OG0000398	2	2	3	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000399	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2
(null)	OG0000400	2	2	2	2	2	2	2	4	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000401	3	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
(null)	OG0000402	0	0	8	0	0	1	3	4	0	1	0	1	1	0	0	3	2	16	0	0	0	2	0	2	5	12	0	1	0
(null)	OG0000403	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	53	0	7	0	0
(null)	OG0000404	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	2	2	2	2	2	2	3	3
(null)	OG0000405	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	2
(null)	OG0000406	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
(null)	OG0000407	3	3	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2
